Symptom,Body_System
right-sided ear pain (right body),Otolaryngologic
right-sided ear pain (central body),Otolaryngologic
right-sided ear pain (peripheral body),Otolaryngologic
bilateral ear pain,Otolaryngologic
bilateral ear pain (upper body),Otolaryngologic
bilateral ear pain (lower body),Otolaryngologic
bilateral ear pain (left body),Otolaryngologic
bilateral ear pain (right body),Otolaryngologic
bilateral ear pain (central body),Otolaryngologic
bilateral ear pain (peripheral body),Otolaryngologic
worse with exertion ear pain,Otolaryngologic
worse with exertion ear pain (upper body),Otolaryngologic
worse with exertion ear pain (lower body),Otolaryngologic
worse with exertion ear pain (left body),Otolaryngologic
worse with exertion ear pain (right body),Otolaryngologic
worse with exertion ear pain (central body),Otolaryngologic
worse with exertion ear pain (peripheral body),Otolaryngologic
worse at night ear pain,Otolaryngologic
worse at night ear pain (upper body),Otolaryngologic
worse at night ear pain (lower body),Otolaryngologic
worse at night ear pain (left body),Otolaryngologic
worse at night ear pain (right body),Otolaryngologic
worse at night ear pain (central body),Otolaryngologic
worse at night ear pain (peripheral body),Otolaryngologic
improved with rest ear pain,Otolaryngologic
improved with rest ear pain (upper body),Otolaryngologic
improved with rest ear pain (lower body),Otolaryngologic
improved with rest ear pain (left body),Otolaryngologic
improved with rest ear pain (right body),Otolaryngologic
improved with rest ear pain (central body),Otolaryngologic
improved with rest ear pain (peripheral body),Otolaryngologic
acute epistaxis,Otolaryngologic
chronic epistaxis,Otolaryngologic
intermittent epistaxis,Otolaryngologic
recurrent epistaxis,Otolaryngologic
progressive epistaxis,Otolaryngologic
sudden onset epistaxis,Otolaryngologic
gradual onset epistaxis,Otolaryngologic
severe epistaxis,Otolaryngologic
mild epistaxis,Otolaryngologic
moderate epistaxis,Otolaryngologic
left-sided epistaxis,Otolaryngologic
right-sided epistaxis,Otolaryngologic
bilateral epistaxis,Otolaryngologic
worse with exertion epistaxis,Otolaryngologic
worse at night epistaxis,Otolaryngologic
improved with rest epistaxis,Otolaryngologic
acute nasal obstruction,Otolaryngologic
chronic nasal obstruction,Otolaryngologic
intermittent nasal obstruction,Otolaryngologic
recurrent nasal obstruction,Otolaryngologic
progressive nasal obstruction,Otolaryngologic
sudden onset nasal obstruction,Otolaryngologic
gradual onset nasal obstruction,Otolaryngologic
severe nasal obstruction,Otolaryngologic
mild nasal obstruction,Otolaryngologic
moderate nasal obstruction,Otolaryngologic
left-sided nasal obstruction,Otolaryngologic
right-sided nasal obstruction,Otolaryngologic
bilateral nasal obstruction,Otolaryngologic
worse with exertion nasal obstruction,Otolaryngologic
worse at night nasal obstruction,Otolaryngologic
improved with rest nasal obstruction,Otolaryngologic
acute hoarseness,Otolaryngologic
chronic hoarseness,Otolaryngologic
intermittent hoarseness,Otolaryngologic
recurrent hoarseness,Otolaryngologic
progressive hoarseness,Otolaryngologic
sudden onset hoarseness,Otolaryngologic
gradual onset hoarseness,Otolaryngologic
severe hoarseness,Otolaryngologic
mild hoarseness,Otolaryngologic
moderate hoarseness,Otolaryngologic
left-sided hoarseness,Otolaryngologic
right-sided hoarseness,Otolaryngologic
bilateral hoarseness,Otolaryngologic
worse with exertion hoarseness,Otolaryngologic
worse at night hoarseness,Otolaryngologic
improved with rest hoarseness,Otolaryngologic
acute dysphonia,Otolaryngologic
chronic dysphonia,Otolaryngologic
intermittent dysphonia,Otolaryngologic
recurrent dysphonia,Otolaryngologic
progressive dysphonia,Otolaryngologic
sudden onset dysphonia,Otolaryngologic
gradual onset dysphonia,Otolaryngologic
severe dysphonia,Otolaryngologic
mild dysphonia,Otolaryngologic
moderate dysphonia,Otolaryngologic
left-sided dysphonia,Otolaryngologic
right-sided dysphonia,Otolaryngologic
bilateral dysphonia,Otolaryngologic
worse with exertion dysphonia,Otolaryngologic
worse at night dysphonia,Otolaryngologic
improved with rest dysphonia,Otolaryngologic
acute odynophagia,Otolaryngologic
chronic odynophagia,Otolaryngologic
intermittent odynophagia,Otolaryngologic
recurrent odynophagia,Otolaryngologic
progressive odynophagia,Otolaryngologic
sudden onset odynophagia,Otolaryngologic
gradual onset odynophagia,Otolaryngologic
severe odynophagia,Otolaryngologic
mild odynophagia,Otolaryngologic
moderate odynophagia,Otolaryngologic
left-sided odynophagia,Otolaryngologic
right-sided odynophagia,Otolaryngologic
bilateral odynophagia,Otolaryngologic
worse with exertion odynophagia,Otolaryngologic
worse at night odynophagia,Otolaryngologic
improved with rest odynophagia,Otolaryngologic
acute ear discharge,Otolaryngologic
chronic ear discharge,Otolaryngologic
intermittent ear discharge,Otolaryngologic
recurrent ear discharge,Otolaryngologic
progressive ear discharge,Otolaryngologic
sudden onset ear discharge,Otolaryngologic
gradual onset ear discharge,Otolaryngologic
severe ear discharge,Otolaryngologic
mild ear discharge,Otolaryngologic
moderate ear discharge,Otolaryngologic
left-sided ear discharge,Otolaryngologic
right-sided ear discharge,Otolaryngologic
bilateral ear discharge,Otolaryngologic
worse with exertion ear discharge,Otolaryngologic
worse at night ear discharge,Otolaryngologic
improved with rest ear discharge,Otolaryngologic
acute smell disturbance,Otolaryngologic
chronic smell disturbance,Otolaryngologic
intermittent smell disturbance,Otolaryngologic
recurrent smell disturbance,Otolaryngologic
progressive smell disturbance,Otolaryngologic
sudden onset smell disturbance,Otolaryngologic
gradual onset smell disturbance,Otolaryngologic
severe smell disturbance,Otolaryngologic
mild smell disturbance,Otolaryngologic
moderate smell disturbance,Otolaryngologic
left-sided smell disturbance,Otolaryngologic
right-sided smell disturbance,Otolaryngologic
bilateral smell disturbance,Otolaryngologic
worse with exertion smell disturbance,Otolaryngologic
worse at night smell disturbance,Otolaryngologic
improved with rest smell disturbance,Otolaryngologic
acute fetal movement decreased,Obstetric
chronic fetal movement decreased,Obstetric
intermittent fetal movement decreased,Obstetric
recurrent fetal movement decreased,Obstetric
progressive fetal movement decreased,Obstetric
sudden onset fetal movement decreased,Obstetric
gradual onset fetal movement decreased,Obstetric
severe fetal movement decreased,Obstetric
mild fetal movement decreased,Obstetric
moderate fetal movement decreased,Obstetric
left-sided fetal movement decreased,Obstetric
right-sided fetal movement decreased,Obstetric
bilateral fetal movement decreased,Obstetric
worse with exertion fetal movement decreased,Obstetric
worse at night fetal movement decreased,Obstetric
improved with rest fetal movement decreased,Obstetric
acute vaginal bleeding in pregnancy,Obstetric
chronic vaginal bleeding in pregnancy,Obstetric
intermittent vaginal bleeding in pregnancy,Obstetric
recurrent vaginal bleeding in pregnancy,Obstetric
progressive vaginal bleeding in pregnancy,Obstetric
sudden onset vaginal bleeding in pregnancy,Obstetric
gradual onset vaginal bleeding in pregnancy,Obstetric
severe vaginal bleeding in pregnancy,Obstetric
mild vaginal bleeding in pregnancy,Obstetric
moderate vaginal bleeding in pregnancy,Obstetric
left-sided vaginal bleeding in pregnancy,Obstetric
right-sided vaginal bleeding in pregnancy,Obstetric
bilateral vaginal bleeding in pregnancy,Obstetric
worse with exertion vaginal bleeding in pregnancy,Obstetric
worse at night vaginal bleeding in pregnancy,Obstetric
improved with rest vaginal bleeding in pregnancy,Obstetric
acute contractions,Obstetric
chronic contractions,Obstetric
intermittent contractions,Obstetric
recurrent contractions,Obstetric
progressive contractions,Obstetric
sudden onset contractions,Obstetric
gradual onset contractions,Obstetric
severe contractions,Obstetric
mild contractions,Obstetric
moderate contractions,Obstetric
left-sided contractions,Obstetric
right-sided contractions,Obstetric
bilateral contractions,Obstetric
worse with exertion contractions,Obstetric
worse at night contractions,Obstetric
improved with rest contractions,Obstetric
acute leakage of fluid,Obstetric
chronic leakage of fluid,Obstetric
intermittent leakage of fluid,Obstetric
recurrent leakage of fluid,Obstetric
progressive leakage of fluid,Obstetric
sudden onset leakage of fluid,Obstetric
gradual onset leakage of fluid,Obstetric
severe leakage of fluid,Obstetric
mild leakage of fluid,Obstetric
moderate leakage of fluid,Obstetric
left-sided leakage of fluid,Obstetric
right-sided leakage of fluid,Obstetric
bilateral leakage of fluid,Obstetric
worse with exertion leakage of fluid,Obstetric
worse at night leakage of fluid,Obstetric
improved with rest leakage of fluid,Obstetric
acute postpartum hemorrhage,Obstetric
chronic postpartum hemorrhage,Obstetric
intermittent postpartum hemorrhage,Obstetric
recurrent postpartum hemorrhage,Obstetric
progressive postpartum hemorrhage,Obstetric
sudden onset postpartum hemorrhage,Obstetric
gradual onset postpartum hemorrhage,Obstetric
severe postpartum hemorrhage,Obstetric
mild postpartum hemorrhage,Obstetric
moderate postpartum hemorrhage,Obstetric
left-sided postpartum hemorrhage,Obstetric
right-sided postpartum hemorrhage,Obstetric
bilateral postpartum hemorrhage,Obstetric
worse with exertion postpartum hemorrhage,Obstetric
worse at night postpartum hemorrhage,Obstetric
improved with rest postpartum hemorrhage,Obstetric
acute abnormal fetal heart rate,Obstetric
chronic abnormal fetal heart rate,Obstetric
intermittent abnormal fetal heart rate,Obstetric
recurrent abnormal fetal heart rate,Obstetric
progressive abnormal fetal heart rate,Obstetric
sudden onset abnormal fetal heart rate,Obstetric
gradual onset abnormal fetal heart rate,Obstetric
severe abnormal fetal heart rate,Obstetric
mild abnormal fetal heart rate,Obstetric
moderate abnormal fetal heart rate,Obstetric
left-sided abnormal fetal heart rate,Obstetric
right-sided abnormal fetal heart rate,Obstetric
bilateral abnormal fetal heart rate,Obstetric
worse with exertion abnormal fetal heart rate,Obstetric
worse at night abnormal fetal heart rate,Obstetric
improved with rest abnormal fetal heart rate,Obstetric
acute pre-eclampsia signs,Obstetric
chronic pre-eclampsia signs,Obstetric
intermittent pre-eclampsia signs,Obstetric
recurrent pre-eclampsia signs,Obstetric
progressive pre-eclampsia signs,Obstetric
sudden onset pre-eclampsia signs,Obstetric
gradual onset pre-eclampsia signs,Obstetric
severe pre-eclampsia signs,Obstetric
mild pre-eclampsia signs,Obstetric
moderate pre-eclampsia signs,Obstetric
left-sided pre-eclampsia signs,Obstetric
right-sided pre-eclampsia signs,Obstetric
bilateral pre-eclampsia signs,Obstetric
worse with exertion pre-eclampsia signs,Obstetric
worse at night pre-eclampsia signs,Obstetric
improved with rest pre-eclampsia signs,Obstetric
labor pain (upper body),Obstetric
labor pain (lower body),Obstetric
labor pain (left body),Obstetric
labor pain (right body),Obstetric
labor pain (central body),Obstetric
labor pain (peripheral body),Obstetric
acute labor pain,Obstetric
acute labor pain (upper body),Obstetric
acute labor pain (lower body),Obstetric
acute labor pain (left body),Obstetric
acute labor pain (right body),Obstetric
acute labor pain (central body),Obstetric
acute labor pain (peripheral body),Obstetric
chronic labor pain,Obstetric
chronic labor pain (upper body),Obstetric
chronic labor pain (lower body),Obstetric
chronic labor pain (left body),Obstetric
chronic labor pain (right body),Obstetric
chronic labor pain (central body),Obstetric
chronic labor pain (peripheral body),Obstetric
intermittent labor pain,Obstetric
intermittent labor pain (upper body),Obstetric
intermittent labor pain (lower body),Obstetric
intermittent labor pain (left body),Obstetric
intermittent labor pain (right body),Obstetric
intermittent labor pain (central body),Obstetric
intermittent labor pain (peripheral body),Obstetric
recurrent labor pain,Obstetric
recurrent labor pain (upper body),Obstetric
recurrent labor pain (lower body),Obstetric
recurrent labor pain (left body),Obstetric
recurrent labor pain (right body),Obstetric
recurrent labor pain (central body),Obstetric
recurrent labor pain (peripheral body),Obstetric
progressive labor pain,Obstetric
progressive labor pain (upper body),Obstetric
progressive labor pain (lower body),Obstetric
progressive labor pain (left body),Obstetric
progressive labor pain (right body),Obstetric
progressive labor pain (central body),Obstetric
progressive labor pain (peripheral body),Obstetric
sudden onset labor pain,Obstetric
sudden onset labor pain (upper body),Obstetric
sudden onset labor pain (lower body),Obstetric
sudden onset labor pain (left body),Obstetric
sudden onset labor pain (right body),Obstetric
sudden onset labor pain (central body),Obstetric
sudden onset labor pain (peripheral body),Obstetric
gradual onset labor pain,Obstetric
gradual onset labor pain (upper body),Obstetric
gradual onset labor pain (lower body),Obstetric
gradual onset labor pain (left body),Obstetric
gradual onset labor pain (right body),Obstetric
gradual onset labor pain (central body),Obstetric
gradual onset labor pain (peripheral body),Obstetric
severe labor pain,Obstetric
severe labor pain (upper body),Obstetric
severe labor pain (lower body),Obstetric
severe labor pain (left body),Obstetric
severe labor pain (right body),Obstetric
severe labor pain (central body),Obstetric
severe labor pain (peripheral body),Obstetric
mild labor pain,Obstetric
mild labor pain (upper body),Obstetric
mild labor pain (lower body),Obstetric
mild labor pain (left body),Obstetric
mild labor pain (right body),Obstetric
mild labor pain (central body),Obstetric
mild labor pain (peripheral body),Obstetric
moderate labor pain,Obstetric
moderate labor pain (upper body),Obstetric
moderate labor pain (lower body),Obstetric
