Diagnosis,Symptoms,MEDICATION,Specialty
"S42016D Posterior displaced fracture of sternal end of unspecified clavicle, subsequent encounter for
fracture with routine healing",,,Orthopedics
"S42016G Posterior displaced fracture of sternal end of unspecified clavicle, subsequent encounter for
fracture with delayed healing",,,Orthopedics
"S42016K Posterior displaced fracture of sternal end of unspecified clavicle, subsequent encounter for
fracture with nonunion",,,Orthopedics
"S42016P Posterior displaced fracture of sternal end of unspecified clavicle, subsequent encounter for
fracture with malunion",,,Orthopedics
"S42016S Posterior displaced fracture of sternal end of unspecified clavicle, sequela",,,Orthopedics
"S42017A Nondisplaced fracture of sternal end of right clavicle, initial encounter for closed fracture",,,Orthopedics
"S42017B Nondisplaced fracture of sternal end of right clavicle, initial encounter for open fracture",,,Orthopedics
"S42017D Nondisplaced fracture of sternal end of right clavicle, subsequent encounter for fracture with
routine healing",,,Orthopedics
"S42017G Nondisplaced fracture of sternal end of right clavicle, subsequent encounter for fracture with
delayed healing",,,Orthopedics
"S42017K Nondisplaced fracture of sternal end of right clavicle, subsequent encounter for fracture with
nonunion",,,Orthopedics
"S42017P Nondisplaced fracture of sternal end of right clavicle, subsequent encounter for fracture with
malunion",,,Orthopedics
"S42017S Nondisplaced fracture of sternal end of right clavicle, sequela",,,Orthopedics
"S42018A Nondisplaced fracture of sternal end of left clavicle, initial encounter for closed fracture",,,Orthopedics
"S42018B Nondisplaced fracture of sternal end of left clavicle, initial encounter for open fracture",,,Orthopedics
"S42018D Nondisplaced fracture of sternal end of left clavicle, subsequent encounter for fracture with
routine healing",,,Orthopedics
"S42018G Nondisplaced fracture of sternal end of left clavicle, subsequent encounter for fracture with
delayed healing",,,Orthopedics
"S42018K Nondisplaced fracture of sternal end of left clavicle, subsequent encounter for fracture with
nonunion",,,Orthopedics
"S42018P Nondisplaced fracture of sternal end of left clavicle, subsequent encounter for fracture with
malunion",,,Orthopedics
"S42018S Nondisplaced fracture of sternal end of left clavicle, sequela",,,Orthopedics
"S42019A Nondisplaced fracture of sternal end of unspecified clavicle, initial encounter for closed
fracture",,,Orthopedics
"S42019B Nondisplaced fracture of sternal end of unspecified clavicle, initial encounter for open fracture",,,Orthopedics
"S42019D Nondisplaced fracture of sternal end of unspecified clavicle, subsequent encounter for fracture
with routine healing",,,Orthopedics
"S42019G Nondisplaced fracture of sternal end of unspecified clavicle, subsequent encounter for fracture
with delayed healing",,,Orthopedics
"S42019K Nondisplaced fracture of sternal end of unspecified clavicle, subsequent encounter for fracture
with nonunion",,,Orthopedics
"S42019P Nondisplaced fracture of sternal end of unspecified clavicle, subsequent encounter for fracture
with malunion",,,Orthopedics
"S42019S Nondisplaced fracture of sternal end of unspecified clavicle, sequela",,,Orthopedics
"S42021A Displaced fracture of shaft of right clavicle, initial encounter for closed fracture",,,Orthopedics
"S42021B Displaced fracture of shaft of right clavicle, initial encounter for open fracture",,,Orthopedics
"S42021D Displaced fracture of shaft of right clavicle, subsequent encounter for fracture with routine
healing",,,Orthopedics
"S42021G Displaced fracture of shaft of right clavicle, subsequent encounter for fracture with delayed
healing",,,Orthopedics
"S42021K Displaced fracture of shaft of right clavicle, subsequent encounter for fracture with nonunion",,,Orthopedics
"S42021P Displaced fracture of shaft of right clavicle, subsequent encounter for fracture with malunion",,,Orthopedics
"S42021S Displaced fracture of shaft of right clavicle, sequela",,,Orthopedics
"S42022A Displaced fracture of shaft of left clavicle, initial encounter for closed fracture",,,Orthopedics
"S42022B Displaced fracture of shaft of left clavicle, initial encounter for open fracture",,,Orthopedics
"S42022D Displaced fracture of shaft of left clavicle, subsequent encounter for fracture with routine
healing",,,Orthopedics
"S42022G Displaced fracture of shaft of left clavicle, subsequent encounter for fracture with delayed
healing",,,Orthopedics
"S42022K Displaced fracture of shaft of left clavicle, subsequent encounter for fracture with nonunion",,,Orthopedics
"S42022P Displaced fracture of shaft of left clavicle, subsequent encounter for fracture with malunion",,,Orthopedics
"S42022S Displaced fracture of shaft of left clavicle, sequela",,,Orthopedics
"S42023A Displaced fracture of shaft of unspecified clavicle, initial encounter for closed fracture",,,Orthopedics
"S42023B Displaced fracture of shaft of unspecified clavicle, initial encounter for open fracture",,,Orthopedics
"S42023D Displaced fracture of shaft of unspecified clavicle, subsequent encounter for fracture with
routine healing",,,Orthopedics
"S42023G Displaced fracture of shaft of unspecified clavicle, subsequent encounter for fracture with
delayed healing",,,Orthopedics
"S42023K Displaced fracture of shaft of unspecified clavicle, subsequent encounter for fracture with
nonunion",,,Orthopedics
"S42023P Displaced fracture of shaft of unspecified clavicle, subsequent encounter for fracture with
malunion",,,Orthopedics
"S42023S Displaced fracture of shaft of unspecified clavicle, sequela",,,Orthopedics
"S42024A Nondisplaced fracture of shaft of right clavicle, initial encounter for closed fracture",,,Orthopedics
"S42024B Nondisplaced fracture of shaft of right clavicle, initial encounter for open fracture",,,Orthopedics
"S42024D Nondisplaced fracture of shaft of right clavicle, subsequent encounter for fracture with routine
healing",,,Orthopedics
"S42024G Nondisplaced fracture of shaft of right clavicle, subsequent encounter for fracture with
delayed healing",,,Orthopedics
"S42024K Nondisplaced fracture of shaft of right clavicle, subsequent encounter for fracture with
nonunion",,,Orthopedics
"S42024P Nondisplaced fracture of shaft of right clavicle, subsequent encounter for fracture with
malunion",,,Orthopedics
"S42024S Nondisplaced fracture of shaft of right clavicle, sequela",,,Orthopedics
"S42025A Nondisplaced fracture of shaft of left clavicle, initial encounter for closed fracture",,,Orthopedics
"S42025B Nondisplaced fracture of shaft of left clavicle, initial encounter for open fracture",,,Orthopedics
"S42025D Nondisplaced fracture of shaft of left clavicle, subsequent encounter for fracture with routine
healing",,,Orthopedics
"S42025G Nondisplaced fracture of shaft of left clavicle, subsequent encounter for fracture with delayed
healing",,,Orthopedics
"S42025K Nondisplaced fracture of shaft of left clavicle, subsequent encounter for fracture with
nonunion",,,Orthopedics
"S42025P Nondisplaced fracture of shaft of left clavicle, subsequent encounter for fracture with
malunion",,,Orthopedics
"S42025S Nondisplaced fracture of shaft of left clavicle, sequela",,,Orthopedics
"S42026A Nondisplaced fracture of shaft of unspecified clavicle, initial encounter for closed fracture",,,Orthopedics
"S42026B Nondisplaced fracture of shaft of unspecified clavicle, initial encounter for open fracture",,,Orthopedics
"S42026D Nondisplaced fracture of shaft of unspecified clavicle, subsequent encounter for fracture with
routine healing",,,Orthopedics
"S42026G Nondisplaced fracture of shaft of unspecified clavicle, subsequent encounter for fracture with
delayed healing",,,Orthopedics
"S42026K Nondisplaced fracture of shaft of unspecified clavicle, subsequent encounter for fracture with
nonunion",,,Orthopedics
"S42026P Nondisplaced fracture of shaft of unspecified clavicle, subsequent encounter for fracture with
malunion",,,Orthopedics
"S42026S Nondisplaced fracture of shaft of unspecified clavicle, sequela",,,Orthopedics
"S42031A Displaced fracture of lateral end of right clavicle, initial encounter for closed fracture",,,Orthopedics
"S42031B Displaced fracture of lateral end of right clavicle, initial encounter for open fracture",,,Orthopedics
"S42031D Displaced fracture of lateral end of right clavicle, subsequent encounter for fracture with
routine healing",,,Orthopedics
"S42031G Displaced fracture of lateral end of right clavicle, subsequent encounter for fracture with
delayed healing",,,Orthopedics
"S42031K Displaced fracture of lateral end of right clavicle, subsequent encounter for fracture with
nonunion",,,Orthopedics
"S42031P Displaced fracture of lateral end of right clavicle, subsequent encounter for fracture with
malunion",,,Orthopedics
"S42031S Displaced fracture of lateral end of right clavicle, sequela",,,Orthopedics
"S42032A Displaced fracture of lateral end of left clavicle, initial encounter for closed fracture",,,Orthopedics
"S42032B Displaced fracture of lateral end of left clavicle, initial encounter for open fracture",,,Orthopedics
"S42032D Displaced fracture of lateral end of left clavicle, subsequent encounter for fracture with routine
healing",,,Orthopedics
"S42032G Displaced fracture of lateral end of left clavicle, subsequent encounter for fracture with
delayed healing",,,Orthopedics
"S42032K Displaced fracture of lateral end of left clavicle, subsequent encounter for fracture with
nonunion",,,Orthopedics
"S42032P Displaced fracture of lateral end of left clavicle, subsequent encounter for fracture with
malunion",,,Orthopedics
"S42032S Displaced fracture of lateral end of left clavicle, sequela",,,Orthopedics
"S42033A Displaced fracture of lateral end of unspecified clavicle, initial encounter for closed fracture",,,Orthopedics
"S42033B Displaced fracture of lateral end of unspecified clavicle, initial encounter for open fracture",,,Orthopedics
"S42033D Displaced fracture of lateral end of unspecified clavicle, subsequent encounter for fracture
with routine healing",,,Orthopedics
"S42033G Displaced fracture of lateral end of unspecified clavicle, subsequent encounter for fracture
with delayed healing",,,Orthopedics
"S42033K Displaced fracture of lateral end of unspecified clavicle, subsequent encounter for fracture with
nonunion",,,Orthopedics
"S42033P Displaced fracture of lateral end of unspecified clavicle, subsequent encounter for fracture with
malunion",,,Orthopedics
"S42033S Displaced fracture of lateral end of unspecified clavicle, sequela",,,Orthopedics
"S42034A Nondisplaced fracture of lateral end of right clavicle, initial encounter for closed fracture",,,Orthopedics
"S42034B Nondisplaced fracture of lateral end of right clavicle, initial encounter for open fracture",,,Orthopedics
"S42034D Nondisplaced fracture of lateral end of right clavicle, subsequent encounter for fracture with
routine healing",,,Orthopedics
"S42034G Nondisplaced fracture of lateral end of right clavicle, subsequent encounter for fracture with
delayed healing",,,Orthopedics
"S42034K Nondisplaced fracture of lateral end of right clavicle, subsequent encounter for fracture with
nonunion",,,Orthopedics
"S42034P Nondisplaced fracture of lateral end of right clavicle, subsequent encounter for fracture with
malunion",,,Orthopedics
"S42034S Nondisplaced fracture of lateral end of right clavicle, sequela",,,Orthopedics
"S42035A Nondisplaced fracture of lateral end of left clavicle, initial encounter for closed fracture",,,Orthopedics
"S42035B Nondisplaced fracture of lateral end of left clavicle, initial encounter for open fracture",,,Orthopedics
